번호,측정망,도시,측정지점,지역,측정연도,분기,주간9시,주간12시,주간16시,주간20시,주간평균,야간23시,야간01시,야간평균
2314,지방,서울특별시,성신병원 앞,도로,2023,2,71.8,71.8,72.8,71.1,72,72,70.4,71
2315,지방,서울특별시,성신병원 앞,도로,2023,3,66.1,61.5,63.4,56.7,62,49.6,49.3,49
2316,지방,서울특별시,성신병원 앞,도로,2023,4,72.5,73.5,72.9,73,73,70.6,74.7,73
2317,지방,서울특별시,CU 편의점 앞,도로,2023,1,67,67.7,69.3,66.6,68,79.3,77,78
2318,지방,서울특별시,CU 편의점 앞,도로,2023,2,70.1,71.3,66.7,68.6,69,66.5,67,67
2319,지방,서울특별시,CU 편의점 앞,도로,2023,3,58.7,55.5,56.2,52.1,56,52.1,45.7,49
2320,지방,서울특별시,CU 편의점 앞,도로,2023,4,65.8,71.6,70.7,67.2,69,68.2,72.7,70
2321,지방,서울특별시,"312동, 314동 사이",일반,2023,1,55.4,53.1,54.8,53.8,54,55.2,51.3,53
2322,지방,서울특별시,"312동, 314동 사이",일반,2023,2,53,53.2,54.5,53.5,54,50,47.5,49
2323,지방,서울특별시,"312동, 314동 사이",일반,2023,3,64.894,63.863,65.641,61.677,64,59.905,58.535,59
2324,지방,서울특별시,"312동, 314동 사이",일반,2023,4,53.8,54.9,54.7,53.7,54,52.4,46.9,50
2325,지방,서울특별시,509동 뒤,일반,2023,1,58.3,47.7,45.7,46.5,50,41.8,42,42
2326,지방,서울특별시,509동 뒤,일반,2023,2,52.4,51.4,54.4,53.2,53,43.9,42.1,43
2327,지방,서울특별시,509동 뒤,일반,2023,3,56,53.8,57.1,55.3,56,56.3,45.4,51
2328,지방,서울특별시,509동 뒤,일반,2023,4,48.1,47.5,50.3,45.5,48,42.8,41.7,42
2329,지방,서울특별시,215동 굴뚝 옆,일반,2023,1,46.8,48,48.3,50.7,48,42.5,50,46
2330,지방,서울특별시,215동 굴뚝 옆,일반,2023,2,48.8,52,51.2,47.8,50,43.6,40.7,42
2331,지방,서울특별시,215동 굴뚝 옆,일반,2023,3,61.4,57.7,54.9,55.1,57,56.1,45.3,51
2332,지방,서울특별시,215동 굴뚝 옆,일반,2023,4,58.5,48.3,49.9,44.4,50,42,39.4,41
2333,지방,서울특별시,501동 앞 도로,도로,2023,1,63,62.6,62.3,65.2,63,61,57,59
2334,지방,서울특별시,501동 앞 도로,도로,2023,2,60.3,59.8,60.3,63,61,58.7,53.5,56
2335,지방,서울특별시,501동 앞 도로,도로,2023,3,53.4,59.9,56,49.1,55,47.6,45.7,47
2336,지방,서울특별시,501동 앞 도로,도로,2023,4,61.4,62.3,61.9,63.2,62,59.6,53.9,57
2337,지방,서울특별시,308동앞 14번 가로등 밑,도로,2023,1,61.1,61,60.7,61.8,61,59.3,55.6,57
2338,지방,서울특별시,308동앞 14번 가로등 밑,도로,2023,2,59.8,60.4,61.2,61.8,61,59.2,57.6,58
2339,지방,서울특별시,308동앞 14번 가로등 밑,도로,2023,3,54,51.6,53.1,48.9,52,46.8,47.5,47
2340,지방,서울특별시,308동앞 14번 가로등 밑,도로,2023,4,63.7,60.8,61.4,61.2,62,59.3,55.7,58
2341,지방,서울특별시,서교어린이공원,일반,2023,1,51.8,52.6,56.3,50.4,53,47.5,49.4,48
2342,지방,서울특별시,서교어린이공원,일반,2023,2,57.1,57.6,51.1,50.2,54,47.5,46.2,47
2343,지방,서울특별시,서교어린이공원,일반,2023,3,55.2,60.7,61.8,63,60,54.7,45,50
2344,지방,서울특별시,서교어린이공원,일반,2023,4,60,52.7,51.3,57.8,55,49.9,47,48
2345,지방,서울특별시,서현교회 앞마당,일반,2023,1,51.9,56.1,54.3,54.1,54,49.6,49.1,49
2346,지방,서울특별시,서현교회 앞마당,일반,2023,2,60,60.6,59.6,61.9,61,58.4,56.2,57
2347,지방,서울특별시,서현교회 앞마당,일반,2023,3,54.4,64.3,57.9,58.7,59,48,39.9,44
2348,지방,서울특별시,서현교회 앞마당,일반,2023,4,53.4,56.9,59,53.3,56,51.2,53.9,53
2349,지방,서울특별시,신양빌딩 앞,일반,2023,1,60,62.5,60.6,61.9,61,57.8,57.4,58
2350,지방,서울특별시,신양빌딩 앞,일반,2023,2,54.1,55.2,56.9,57.3,56,51.8,48.4,50
2351,지방,서울특별시,신양빌딩 앞,일반,2023,3,60.1,56.2,59.1,52.9,57,49.7,39.2,44
2352,지방,서울특별시,신양빌딩 앞,일반,2023,4,64.1,60.1,60.5,60.5,61,58.3,55.6,57
2353,지방,서울특별시,삼성화재빌딩 앞,도로,2023,1,71.4,71.8,72.1,72.2,72,71.9,72.1,72
2354,지방,서울특별시,삼성화재빌딩 앞,도로,2023,2,69.8,70.7,70.4,70.4,70,70.9,69.8,70
2355,지방,서울특별시,삼성화재빌딩 앞,도로,2023,3,50.3,49.8,50.9,48.2,50,44.8,41.3,43
2356,지방,서울특별시,삼성화재빌딩 앞,도로,2023,4,70.3,69.4,70.2,70.5,70,70.4,71.7,71
2357,지방,서울특별시,우리은행 주차장입구,도로,2023,1,69.2,72.2,69.3,68.9,70,67.8,67.2,68
2358,지방,서울특별시,우리은행 주차장입구,도로,2023,2,68.2,69.9,68.9,68.5,69,68.8,65.4,67
2359,지방,서울특별시,우리은행 주차장입구,도로,2023,3,52.4,52.5,53.5,49,52,45.3,44.9,45
2360,지방,서울특별시,우리은행 주차장입구,도로,2023,4,69.3,68.7,68.6,68.8,69,67.6,67.6,68
2361,지방,서울특별시,129동 앞 놀이터,일반,2023,1,49.1,49.8,46.6,51.3,49,44.7,40.3,43
2362,지방,서울특별시,129동 앞 놀이터,일반,2023,2,48.8,51.8,51.8,47.7,50,43.5,40,42
2363,지방,서울특별시,129동 앞 놀이터,일반,2023,3,58,59.3,55,55.1,57,48.6,47.1,48
2364,지방,서울특별시,129동 앞 놀이터,일반,2023,4,48.3,48.3,51.9,48.6,49,46.7,39.6,43
2365,지방,서울특별시,"120동, 125동 소나무숲",일반,2023,1,48.4,46.9,49.6,51.4,49,44.4,41.7,43
2366,지방,서울특별시,"120동, 125동 소나무숲",일반,2023,2,54.9,44.6,57.8,50.4,52,45.9,40.7,43
2367,지방,서울특별시,"120동, 125동 소나무숲",일반,2023,3,55.2,55.4,55,53.9,55,47.8,47.4,48
2368,지방,서울특별시,"120동, 125동 소나무숲",일반,2023,4,49.6,48.2,52.5,48.9,50,46,40,43
2369,지방,서울특별시,206동 뒤,일반,2023,1,44.6,47.1,47.6,43.8,46,45,41,43
2370,지방,서울특별시,206동 뒤,일반,2023,2,55.3,48.8,49.4,48.9,51,43.8,40.2,42
2371,지방,서울특별시,206동 뒤,일반,2023,3,59.2,58.1,58.4,56.1,58,52.9,47.9,50
2372,지방,서울특별시,206동 뒤,일반,2023,4,50.7,45.2,48.1,45.1,47,44.9,38.9,42
2373,지방,서울특별시,하나은행 건너편,도로,2023,1,68.4,68.8,68.5,67.6,68,67.9,65.8,67
2374,지방,서울특별시,하나은행 건너편,도로,2023,2,68.5,68.1,68.3,69,68,67.5,66.4,67
2375,지방,서울특별시,하나은행 건너편,도로,2023,3,60.7,57.2,52.7,55,56,50.2,50.1,50
2376,지방,서울특별시,하나은행 건너편,도로,2023,4,68.5,67.4,69.1,67.6,68,68.4,67.6,68
2377,지방,서울특별시,"109동, 111동 옆 도로",도로,2023,1,60.5,60.2,61.5,62.1,61,59.3,56.4,58
2378,지방,서울특별시,"109동, 111동 옆 도로",도로,2023,2,62.7,60.6,59.8,62.2,61,57.8,58.9,58
2379,지방,서울특별시,"109동, 111동 옆 도로",도로,2023,3,59.6,56,55.8,56.2,57,52.2,52.3,52
2380,지방,서울특별시,"109동, 111동 옆 도로",도로,2023,4,59.2,58.3,62.1,62,60,59.8,51.5,56
2381,지방,서울특별시,푸른들 청소년 도서관 앞,일반,2023,1,61.6,62.1,60,62.9,62,60.4,52.3,56
2382,지방,서울특별시,푸른들 청소년 도서관 앞,일반,2023,2,58.8,59.8,61.1,62,60,57.5,53.7,56
2383,지방,서울특별시,푸른들 청소년 도서관 앞,일반,2023,3,53.8,54.1,55.1,49.2,53,49.8,48.2,49
2384,지방,서울특별시,푸른들 청소년 도서관 앞,일반,2023,4,63.5,62.2,62.8,61.7,63,58.8,56.9,58
2385,지방,서울특별시,CU앞,일반,2023,1,66.2,61,59.5,60.9,62,59,57.9,58
2386,지방,서울특별시,CU앞,일반,2023,2,68,59.1,59.5,62.7,62,61.3,52.8,57
2387,지방,서울특별시,CU앞,일반,2023,3,58.4,59.8,64.2,56.2,60,58.2,52.4,55
2388,지방,서울특별시,CU앞,일반,2023,4,60.1,60.9,61.7,63.4,62,58.4,56.7,58
2389,지방,서울특별시,반석교회 옆,일반,2023,1,61.9,60.9,60.4,61.1,61,56.9,53.9,55
2390,지방,서울특별시,반석교회 옆,일반,2023,2,59.5,59.3,59.6,58.9,59,57.4,51.2,54
2391,지방,서울특별시,반석교회 옆,일반,2023,3,50.2,49.5,51.2,47.4,50,45.2,44.8,45
2392,지방,서울특별시,반석교회 옆,일반,2023,4,58.2,59.7,59.4,59.1,59,56.6,55.2,56
2393,지방,서울특별시,로이빌딩 앞,도로,2023,1,72.8,73.1,72.6,72.6,73,73.6,71.3,72
2394,지방,서울특별시,로이빌딩 앞,도로,2023,2,73.1,73.5,73.3,73.2,73,72.2,70.6,71
2395,지방,서울특별시,로이빌딩 앞,도로,2023,3,65.1,62.8,64.7,55.7,62,55.8,54.9,55
2396,지방,서울특별시,로이빌딩 앞,도로,2023,4,73,73.2,72.6,73,73,72.1,70.8,71
2397,지방,서울특별시,화곡가구광장,도로,2023,1,71,70.6,71.1,72.1,71,72.1,70.2,71
2398,지방,서울특별시,화곡가구광장,도로,2023,2,70.1,71.4,70.4,71.2,71,70.4,70.2,70
2399,지방,서울특별시,화곡가구광장,도로,2023,3,64.2,62.3,63.1,55.6,61,56.7,57,57
2400,지방,서울특별시,화곡가구광장,도로,2023,4,71.7,71.2,71.4,71.5,71,70.5,70.7,71
2401,지방,서울특별시,진도3차 관리사무소앞,일반,2023,1,68.3,67.5,64.6,64,66,64,57.2,61
2402,지방,서울특별시,진도3차 관리사무소앞,일반,2023,2,61.9,63.2,62,62.3,62,61.1,54.4,58
2403,지방,서울특별시,진도3차 관리사무소앞,일반,2023,3,56.5,62.2,61.5,57.9,60,54.3,52.8,54
2404,지방,서울특별시,진도3차 관리사무소앞,일반,2023,4,63,63.6,62.7,63.6,63,61.3,57.3,59
2405,지방,서울특별시,E-STAR PARK 오피스텔 앞,일반,2023,1,61.8,61.8,60.3,60.3,61,58.4,52,55
2406,지방,서울특별시,E-STAR PARK 오피스텔 앞,일반,2023,2,61.1,61.5,61.9,62.5,62,59.4,52.9,56
2407,지방,서울특별시,E-STAR PARK 오피스텔 앞,일반,2023,3,65.9,50,50.7,48.3,54,46.9,48.8,48
2408,지방,서울특별시,E-STAR PARK 오피스텔 앞,일반,2023,4,58.5,60.5,60.6,60.1,60,56.5,54.1,55
2409,지방,서울특별시,대동아파트형 공장 앞,일반,2023,1,62,61.5,61.7,62.4,62,58,55.5,57
2410,지방,서울특별시,대동아파트형 공장 앞,일반,2023,2,66.5,61.1,62.1,61.8,63,56.2,53.4,55
2411,지방,서울특별시,대동아파트형 공장 앞,일반,2023,3,58.7,50.8,51.5,48.4,52,45.6,44.8,45
2412,지방,서울특별시,대동아파트형 공장 앞,일반,2023,4,63.1,61.2,62.3,60.5,62,56.5,56.1,56
2413,지방,서울특별시,한진드림 익스프레스 앞,도로,2023,1,70.5,69.1,68.8,68.1,69,65.1,61.2,63
2414,지방,서울특별시,한진드림 익스프레스 앞,도로,2023,2,68.4,68.4,68.2,68.7,68,66.5,64.9,66
2415,지방,서울특별시,한진드림 익스프레스 앞,도로,2023,3,52.7,52.8,52.9,49.8,52,47.4,44.7,46
2416,지방,서울특별시,한진드림 익스프레스 앞,도로,2023,4,67.9,68.6,68,68.2,68,64.2,61.7,63
2417,지방,서울특별시,카세파 정비공장 앞,도로,2023,1,75.5,75.2,74.6,74.7,75,75.9,72.5,74
2418,지방,서울특별시,카세파 정비공장 앞,도로,2023,2,74.4,74.9,74.5,73.4,74,77.1,71,74
2419,지방,서울특별시,카세파 정비공장 앞,도로,2023,3,55.4,54.9,56.1,53.1,55,50.1,46.6,48
2420,지방,서울특별시,카세파 정비공장 앞,도로,2023,4,74.4,74.1,74.1,73.2,74,72.9,70.6,72
2421,지방,서울특별시,신중앙예식장 앞,일반,2023,1,72.2,63.6,63.9,58.7,65,61.2,54.4,58
2422,지방,서울특별시,신중앙예식장 앞,일반,2023,2,69.8,66.8,64.2,60.2,65,59.7,53.2,56
2423,지방,서울특별시,신중앙예식장 앞,일반,2023,3,57.8,59.2,57.1,58.4,58,53.9,49.2,52
2424,지방,서울특별시,신중앙예식장 앞,일반,2023,4,73.2,69.1,63.6,68.8,69,55.4,51.4,53
2425,지방,서울특별시,맥스모텔 앞,일반,2023,1,62.5,65.9,61.2,62.4,63,59,57.3,58
2426,지방,서울특별시,맥스모텔 앞,일반,2023,2,63.2,61.3,59.9,62.9,62,59.7,59.3,60
2427,지방,서울특별시,맥스모텔 앞,일반,2023,3,43.2,50.9,47.3,45.6,47,45.2,41.7,43
2428,지방,서울특별시,맥스모텔 앞,일반,2023,4,62,62,63.3,62,62,59.4,60.4,60
2429,지방,서울특별시,성남빌딩 옆,일반,2023,1,61.5,60.2,59.5,60.5,60,62.7,61.1,62
2430,지방,서울특별시,성남빌딩 옆,일반,2023,2,62.9,63.3,61.8,60.9,62,68.8,62.8,66
2431,지방,서울특별시,성남빌딩 옆,일반,2023,3,50.8,49.2,55.6,56.8,53,52.4,47.2,50
2432,지방,서울특별시,성남빌딩 옆,일반,2023,4,57.9,59.3,66.5,59.1,61,61,60.1,61
2433,지방,서울특별시,농협은행 영등포지점 앞,도로,2023,1,70.4,70.5,69.2,70.5,70,69.6,66.6,68
2434,지방,서울특별시,농협은행 영등포지점 앞,도로,2023,2,70.3,72,70.9,69.3,71,70.2,67.7,69
2435,지방,서울특별시,농협은행 영등포지점 앞,도로,2023,3,66.7,67.3,66.8,66,67,66.3,65.9,66
2436,지방,서울특별시,농협은행 영등포지점 앞,도로,2023,4,70.9,70.7,72,71.1,71,68.5,67.4,68
2437,지방,서울특별시,국민은행 영등포지점 앞,도로,2023,1,69.1,70.6,68.4,69.4,69,68.3,66.7,68
2438,지방,서울특별시,국민은행 영등포지점 앞,도로,2023,2,69.9,70.1,69.7,69.1,70,70.6,68.3,69
2439,지방,서울특별시,국민은행 영등포지점 앞,도로,2023,3,51,52.5,51.4,53,52,47.4,46,47
2440,지방,서울특별시,국민은행 영등포지점 앞,도로,2023,4,70.8,70.5,73.1,72.1,72,71.2,68.8,70
2441,지방,서울특별시,오크빌 앞,일반,2023,1,57.1,58.6,54.3,56.9,57,53.6,51.6,53
2442,지방,서울특별시,오크빌 앞,일반,2023,2,53.6,55.4,55.6,56,55,51.7,54.2,53
2443,지방,서울특별시,오크빌 앞,일반,2023,3,55.3,60.1,63.8,56.3,59,50.5,48.1,49
2444,지방,서울특별시,오크빌 앞,일반,2023,4,63.5,57.2,61.2,55.5,59,55.6,56.9,56
2445,지방,서울특별시,빙수골 공용주차장,일반,2023,1,60.8,63.4,61.5,61.4,62,59.5,58.2,59
2446,지방,서울특별시,빙수골 공용주차장,일반,2023,2,61.1,59.7,61.5,62,61,58.8,57.6,58
2447,지방,서울특별시,빙수골 공용주차장,일반,2023,3,52,52.1,54.4,58.5,54,47.8,47.3,48
2448,지방,서울특별시,빙수골 공용주차장,일반,2023,4,59.7,59.6,60.7,60.6,60,59.5,52,56
2449,지방,서울특별시,청운보육원 마당,일반,2023,1,55,54.5,54.6,55.2,55,49.8,52.2,51
2450,지방,서울특별시,청운보육원 마당,일반,2023,2,56.2,56.9,58.6,54.9,57,52.7,49.9,51
2451,지방,서울특별시,청운보육원 마당,일반,2023,3,53.6,53.6,58.6,58.3,56,47.5,48,48
2452,지방,서울특별시,청운보육원 마당,일반,2023,4,54,54.1,53.4,53.8,54,55.3,54.2,55
2453,지방,서울특별시,하나은행 대방동지점 앞,도로,2023,1,75.8,71.7,73,71.2,73,72.4,71.7,72
2454,지방,서울특별시,하나은행 대방동지점 앞,도로,2023,2,71.2,70.1,70.5,71.9,71,74.8,71.2,73
2455,지방,서울특별시,하나은행 대방동지점 앞,도로,2023,3,52.5,52.9,52.2,50.6,52,47.1,45.5,46
2456,지방,서울특별시,하나은행 대방동지점 앞,도로,2023,4,70.9,72.2,74.4,70.7,72,71.8,71.1,71
2457,지방,서울특별시,보라매요양원 앞,도로,2023,1,74.5,74,74.8,71.8,74,75.4,73,74
2458,지방,서울특별시,보라매요양원 앞,도로,2023,2,73.8,74,74.1,73.6,74,74.7,73.5,74
2459,지방,서울특별시,보라매요양원 앞,도로,2023,3,60.6,63,64.7,60.2,62,56.9,54.5,56
2460,지방,서울특별시,보라매요양원 앞,도로,2023,4,74.2,75.1,73.6,73.5,74,73.9,72.4,73
2461,지방,서울특별시,아진하우스 앞,일반,2023,1,57.5,55.4,57.5,57.2,57,54.4,50.5,52
2462,지방,서울특별시,아진하우스 앞,일반,2023,2,55.2,55,54,56.1,55,54,52.2,53
2463,지방,서울특별시,아진하우스 앞,일반,2023,3,52.4,55.8,51.3,53.4,53,49.4,46.7,48
2464,지방,서울특별시,아진하우스 앞,일반,2023,4,53.6,56.3,60.5,57.7,57,53.1,52.4,53
2465,지방,서울특별시,모던하우스 앞,일반,2023,1,63.2,59,57.5,58,59,56.3,57.2,57
2466,지방,서울특별시,모던하우스 앞,일반,2023,2,59.7,60.4,56.8,58.3,59,54.6,51.9,53
2467,지방,서울특별시,모던하우스 앞,일반,2023,3,56.6,57.1,53.4,51.6,55,54.5,46.2,50
2468,지방,서울특별시,모던하우스 앞,일반,2023,4,54.5,58.4,58.5,57.7,57,62.7,55.4,59
2469,지방,서울특별시,Cafe. 246 앞,일반,2023,1,58.3,59.6,60.2,61.5,60,58.2,57.2,58
2470,지방,서울특별시,Cafe. 246 앞,일반,2023,2,55.8,57.8,60.7,60.7,59,59.2,58.2,59
2471,지방,서울특별시,Cafe. 246 앞,일반,2023,3,50.8,51.2,52.3,50.7,51,51.2,48.8,50
2472,지방,서울특별시,Cafe. 246 앞,일반,2023,4,64.6,61.1,58.7,60.1,61,61,56.1,59
2473,지방,서울특별시,대학동 주민센터 앞,도로,2023,1,70,69.8,69.3,70.2,70,68.1,66.1,67
2474,지방,서울특별시,대학동 주민센터 앞,도로,2023,2,70,66.9,69.6,70.3,69,67.8,66.3,67
2475,지방,서울특별시,대학동 주민센터 앞,도로,2023,3,59.5,61.1,62.1,61.1,61,60.7,54.5,58
2476,지방,서울특별시,대학동 주민센터 앞,도로,2023,4,70.8,70.7,71.6,70.1,71,68.7,65.9,67
2477,지방,서울특별시,넥서스 스터디 앞,도로,2023,1,74.8,73.8,73.8,74,74,72.8,69.3,71
2478,지방,서울특별시,넥서스 스터디 앞,도로,2023,2,74,73.6,73.4,73.6,74,71.3,70.1,71
2479,지방,서울특별시,넥서스 스터디 앞,도로,2023,3,59.7,60.3,61.3,57.9,60,56.7,52.5,55
2480,지방,서울특별시,넥서스 스터디 앞,도로,2023,4,73.2,73.5,72.9,72.9,73,71.8,68.8,70
2481,지방,서울특별시,한신아파트 374동 옆,일반,2023,1,56.3,55.7,54.1,53.8,55,52,42.3,47
2482,지방,서울특별시,한신아파트 374동 옆,일반,2023,2,55.2,55.1,55.7,54.3,55,47.4,48.9,48
2483,지방,서울특별시,한신아파트 374동 옆,일반,2023,3,63.076,57.005,56.146,53.763,57,49.73,51.107,50
2484,지방,서울특별시,한신아파트 374동 옆,일반,2023,4,49.1,49.9,45.5,53.3,49,58.3,46,52
2485,지방,서울특별시,한양아파트2동옆 노인정,일반,2023,1,52.3,56.7,58,52.7,55,45.6,42.9,44
2486,지방,서울특별시,한양아파트2동옆 노인정,일반,2023,2,61.5,53.5,52.2,50.7,54,46,45.8,46
2487,지방,서울특별시,한양아파트2동옆 노인정,일반,2023,3,61.036,61.445,62.345,61.2,62,55.598,52.583,54
2488,지방,서울특별시,한양아파트2동옆 노인정,일반,2023,4,55,53.7,52,54.1,54,45.2,42.8,44
2489,지방,서울특별시,경원중학교 후문 앞,도로,2023,1,64.5,65.3,64.5,64.7,65,61.6,57.7,60
2490,지방,서울특별시,경원중학교 후문 앞,도로,2023,2,63.5,63.8,64.9,64.7,64,61.1,58.1,60
2491,지방,서울특별시,경원중학교 후문 앞,도로,2023,3,62.3,61.3,65.5,57.6,62,53.2,52.3,53
2492,지방,서울특별시,경원중학교 후문 앞,도로,2023,4,64,64.4,64,64.1,64,60.5,56.2,58
2493,지방,서울특별시,경원중학교 정문 앞,도로,2023,1,66.3,65.4,65.9,65.3,66,60.8,54.5,58
2494,지방,서울특별시,경원중학교 정문 앞,도로,2023,2,63.8,64.3,66.5,65.5,65,59.7,55.9,58
2495,지방,서울특별시,경원중학교 정문 앞,도로,2023,3,62.5,60.5,64.1,56.9,61,54,54.5,54
2496,지방,서울특별시,경원중학교 정문 앞,도로,2023,4,65.4,63.9,66.5,65,65,60.5,55,58
2497,지방,서울특별시,중앙도서관 국기게양대,일반,2023,1,53.4,55.8,52.7,52.7,54,52.2,50.8,52
2498,지방,서울특별시,중앙도서관 국기게양대,일반,2023,2,53.2,55.1,53.8,54.2,54,49.9,48.2,49
2499,지방,서울특별시,중앙도서관 국기게양대,일반,2023,3,46.942,53.703,49.411,61.291,53,56.333,55.698,56
2500,지방,서울특별시,중앙도서관 국기게양대,일반,2023,4,54.8,55.1,54.2,53.9,55,51.1,51.3,51
2501,지방,서울특별시,국기원 후문,일반,2023,1,58.4,59.8,57.7,58.6,59,56,54,55
2502,지방,서울특별시,국기원 후문,일반,2023,2,54.7,55.9,57.2,58.7,57,51.7,53.1,52
2503,지방,서울특별시,국기원 후문,일반,2023,3,50.066,57.702,53.877,60.21,55,56.649,49.994,53
2504,지방,서울특별시,국기원 후문,일반,2023,4,55.8,56.9,56.4,56.8,56,53.7,52.9,53
2505,지방,서울특별시,Bigten House 앞,일반,2023,1,61.2,62.9,62.4,62.6,62,61.7,62.2,62
2506,지방,서울특별시,Bigten House 앞,일반,2023,2,59,61.6,64.2,63.2,62,61.5,58.1,60
2507,지방,서울특별시,Bigten House 앞,일반,2023,3,47.762,57.034,50.108,57.816,53,50.387,52.825,52
2508,지방,서울특별시,Bigten House 앞,일반,2023,4,61.3,65.4,62.5,64.7,63,61.4,59.9,61
2509,지방,서울특별시,에스코빌딩 앞,도로,2023,1,66.7,67.5,67,66.9,67,65.5,65.1,65
2510,지방,서울특별시,에스코빌딩 앞,도로,2023,2,65.5,66.7,65.8,67.1,66,65.1,63.2,64
2511,지방,서울특별시,에스코빌딩 앞,도로,2023,3,61.4,56.7,57.5,62.4,60,54.3,53.3,54
2512,지방,서울특별시,에스코빌딩 앞,도로,2023,4,66.8,67.8,65.3,70.3,68,65,63.3,64
2513,지방,서울특별시,CGV 건물 옆,도로,2023,1,65.9,67.5,66.3,67.6,67,66.8,63.8,65
2514,지방,서울특별시,CGV 건물 옆,도로,2023,2,65.5,67.1,67,67.9,67,67.4,62.8,65
2515,지방,서울특별시,CGV 건물 옆,도로,2023,3,64.4,61.3,60.6,62.7,62,54.6,52.5,54
2516,지방,서울특별시,CGV 건물 옆,도로,2023,4,64.4,65.9,64.8,66.5,65,65.4,61.1,63
2517,지방,서울특별시,올림픽경륜장 옆,일반,2023,1,54,51,50,47.9,51,44.2,43.7,44
2518,지방,서울특별시,올림픽경륜장 옆,일반,2023,2,53.2,53,59.1,50.5,54,51,46.1,49
2519,지방,서울특별시,올림픽경륜장 옆,일반,2023,3,52.962,59.801,54.629,54.138,55,46.322,47.412,47
