번호,측정망,도시,측정지점,지역,측정연도,분기,주간9시,주간12시,주간16시,주간20시,주간평균,야간23시,야간01시,야간평균
4943,지방,경기이천시,이천중앙라이온스클럽 앞,도로,2023,4,61.9,61.3,62.9,61.6,62,59,56.5,58
4944,지방,경기이천시,투다리 옆,일반,2023,1,74.7,58,57.3,55.7,61,55.4,53.2,54
4945,지방,경기이천시,투다리 옆,일반,2023,2,57.4,55.5,60.3,60.2,58,60.1,55.7,58
4946,지방,경기이천시,투다리 옆,일반,2023,3,67.4,67.1,68.2,67.3,68,62.6,63.6,63
4947,지방,경기이천시,투다리 옆,일반,2023,4,59.4,56.7,60.4,58.6,59,56.4,52,54
4948,지방,경기이천시,이천중학교 쪽문,일반,2023,1,50.3,54.4,49.1,50.7,51,50.3,48.8,50
4949,지방,경기이천시,이천중학교 쪽문,일반,2023,2,53.2,52.1,56.1,48,52,58.2,48.7,53
4950,지방,경기이천시,이천중학교 쪽문,일반,2023,3,58.8,57.5,59.2,56.7,58,56.6,49.7,53
4951,지방,경기이천시,이천중학교 쪽문,일반,2023,4,49.7,52.1,58.8,50.9,53,47.2,47.1,47
4952,지방,경기이천시,이천제일고 정문 앞,일반,2023,1,52.3,50.8,51.6,50.8,51,49.2,48.2,49
4953,지방,경기이천시,이천제일고 정문 앞,일반,2023,2,54.5,53.3,55.2,52.1,54,51.3,49.8,51
4954,지방,경기이천시,이천제일고 정문 앞,일반,2023,3,71,66.4,65.7,65.3,67,64.9,60.6,63
4955,지방,경기이천시,이천제일고 정문 앞,일반,2023,4,62.6,62.3,62.2,53.6,60,54.4,49,52
4956,지방,경기이천시,안흥초등학교 정문 앞,도로,2023,1,60.9,59.8,60,58,60,59.2,57.3,58
4957,지방,경기이천시,안흥초등학교 정문 앞,도로,2023,2,61.3,60.2,62.4,59.8,61,58,57.2,58
4958,지방,경기이천시,안흥초등학교 정문 앞,도로,2023,3,64.826,65.468,67.05,66.917,66,61.156,57.237,59
4959,지방,경기이천시,안흥초등학교 정문 앞,도로,2023,4,56,56.3,57.1,55.9,56,55.2,53.1,54
4960,지방,경기이천시,이천중학교 정문 앞,도로,2023,1,59.2,58.7,58,55,58,56.8,56.2,57
4961,지방,경기이천시,이천중학교 정문 앞,도로,2023,2,58.9,57.4,58.1,57.3,58,56.2,56.1,56
4962,지방,경기이천시,이천중학교 정문 앞,도로,2023,3,61.747,65.27,64.992,64.059,64,60.31,54.085,57
4963,지방,경기이천시,이천중학교 정문 앞,도로,2023,4,58.2,64.3,60.4,55.4,60,56.1,51.3,54
4964,지방,경기이천시,한솔 솔파크 108동 앞,일반,2023,1,46.5,46.7,50.4,49.2,48,48.3,48,48
4965,지방,경기이천시,한솔 솔파크 108동 앞,일반,2023,2,45.6,46.6,45.1,43.6,45,44.7,43.7,44
4966,지방,경기이천시,한솔 솔파크 108동 앞,일반,2023,3,56.9,55.9,57.2,56.7,57,51.6,48.6,50
4967,지방,경기이천시,한솔 솔파크 108동 앞,일반,2023,4,44.9,48.8,47.6,48.2,47,47.4,46,47
4968,지방,경기이천시,선경2차아파트 관리사무소 앞,일반,2023,1,48.1,48.2,53.7,50.4,50,46.2,46.1,46
4969,지방,경기이천시,선경2차아파트 관리사무소 앞,일반,2023,2,47.2,47.9,47.4,49,48,45.1,44.3,45
4970,지방,경기이천시,선경2차아파트 관리사무소 앞,일반,2023,3,70.9,69.1,70.6,66.9,69,65,61,63
4971,지방,경기이천시,선경2차아파트 관리사무소 앞,일반,2023,4,49.5,48.7,51.4,51.3,50,48.4,46.8,48
4972,지방,경기이천시,대림휴먼빌 101동 앞,일반,2023,1,51.3,50.2,50.6,50.8,51,51.8,49.9,51
4973,지방,경기이천시,대림휴먼빌 101동 앞,일반,2023,2,50.3,51,50.8,48.6,50,49.1,48.8,49
4974,지방,경기이천시,대림휴먼빌 101동 앞,일반,2023,3,56.5,66.9,60.2,57.9,60,59.4,46.1,53
4975,지방,경기이천시,대림휴먼빌 101동 앞,일반,2023,4,52.6,53.7,55.5,49.7,53,50.3,49.8,50
4976,지방,경기이천시,대우아파트 102동 앞(새롬부동산),도로,2023,1,68,64.1,64.6,64.7,65,63.9,64.1,64
4977,지방,경기이천시,대우아파트 102동 앞(새롬부동산),도로,2023,2,67,65.8,65.9,64.7,66,63.6,63.3,63
4978,지방,경기이천시,대우아파트 102동 앞(새롬부동산),도로,2023,3,64.666,65.678,65.531,64.167,65,61.619,58.511,60
4979,지방,경기이천시,대우아파트 102동 앞(새롬부동산),도로,2023,4,68.2,65.4,66.1,66.1,66,63.5,62.4,63
4980,지방,경기이천시,증포꽃화원 (선경아파트진입로),도로,2023,1,62.2,64,68.1,66.3,65,64.2,63.8,64
4981,지방,경기이천시,증포꽃화원 (선경아파트진입로),도로,2023,2,63.2,64.1,63.8,62.7,63,62.4,62.7,63
4982,지방,경기이천시,증포꽃화원 (선경아파트진입로),도로,2023,3,66.817,66.915,67.568,65.811,67,63.392,59.888,62
4983,지방,경기이천시,증포꽃화원 (선경아파트진입로),도로,2023,4,64.5,63.2,68.4,63.6,65,62.1,58.7,60
4984,지방,경기이천시,이천문화원 주차장,일반,2023,1,53.5,52,46.5,48.1,50,49.2,47.1,48
4985,지방,경기이천시,이천문화원 주차장,일반,2023,2,54.5,53.4,54.8,53.3,54,51.2,50.3,51
4986,지방,경기이천시,이천문화원 주차장,일반,2023,3,67.7,61.7,64.1,65.2,65,53.2,51.5,52
4987,지방,경기이천시,이천문화원 주차장,일반,2023,4,53,53.7,53,49.1,52,51,47,49
4988,지방,경기이천시,아이마트안경 맞은 편,일반,2023,1,58.6,59.5,60.3,52.4,58,51.6,50.1,51
4989,지방,경기이천시,아이마트안경 맞은 편,일반,2023,2,57.5,58.7,56.5,50.6,56,49.9,48.7,49
4990,지방,경기이천시,아이마트안경 맞은 편,일반,2023,3,60.2,58.6,58,55.2,58,45.7,53.2,49
4991,지방,경기이천시,아이마트안경 맞은 편,일반,2023,4,56.7,60.4,62.3,54.6,59,51.6,49.4,51
4992,지방,경기이천시,이천농협(창전점) 주차장,일반,2023,1,64.1,66.2,64.3,63.1,64,61.2,60.7,61
4993,지방,경기이천시,이천농협(창전점) 주차장,일반,2023,2,63,64.2,62.7,59.5,62,59.1,53.2,56
4994,지방,경기이천시,이천농협(창전점) 주차장,일반,2023,3,60.5,60.4,48.7,57.5,57,47.2,43.6,45
4995,지방,경기이천시,이천농협(창전점) 주차장,일반,2023,4,60.3,64.2,59.7,61,61,58.7,57.6,58
4996,지방,경기이천시,배영빌딩 앞,도로,2023,1,64.4,65.6,64.6,62.1,64,61,59.9,60
4997,지방,경기이천시,배영빌딩 앞,도로,2023,2,64.2,65.7,65.1,66,65,63.4,62.9,63
4998,지방,경기이천시,배영빌딩 앞,도로,2023,3,67.535,67.292,68.068,67.018,67,59.744,52.939,56
4999,지방,경기이천시,배영빌딩 앞,도로,2023,4,65,64.9,67.2,62.8,65,61.9,60.6,61
5000,지방,경기이천시,동원빌딩 앞,도로,2023,1,64.3,68.4,60.5,64,64,63.3,62,63
5001,지방,경기이천시,동원빌딩 앞,도로,2023,2,63.9,67.3,64.6,63,65,63.3,63.2,63
5002,지방,경기이천시,동원빌딩 앞,도로,2023,3,74.251,73.224,72.418,72.21,73,70.237,65.879,68
5003,지방,경기이천시,동원빌딩 앞,도로,2023,4,66.5,67.1,64.3,63.5,65,64.2,59.3,62
5004,지방,경기김포시,걸포다목적 체육관(걸포동 1550-1),일반,2023,1,56.1,52.2,54.7,49.2,53,49.3,47.4,48
5005,지방,경기김포시,걸포다목적 체육관(걸포동 1550-1),일반,2023,2,52.5,53.2,50.2,51.9,52,46.2,36.5,41
5006,지방,경기김포시,걸포다목적 체육관(걸포동 1550-1),일반,2023,3,64.083,60.87,62.602,56.432,61,51.483,49.58,51
5007,지방,경기김포시,걸포다목적 체육관(걸포동 1550-1),일반,2023,4,51.8,53.6,52.1,53.8,53,43.8,42.6,43
5008,지방,경기김포시,고려송어(걸포동 389-20),일반,2023,1,63.8,59.8,63.8,62.6,63,55.9,51.2,54
5009,지방,경기김포시,고려송어(걸포동 389-20),일반,2023,2,60.6,61.5,65,62.3,62,54.9,52.4,54
5010,지방,경기김포시,고려송어(걸포동 389-20),일반,2023,3,62.912,58.548,60.363,56.383,60,47.582,51.093,49
5011,지방,경기김포시,고려송어(걸포동 389-20),일반,2023,4,65.4,63,64.6,64.6,64,57.6,56.4,57
5012,지방,경기김포시,여의도순복음교회(걸포동 381-5),일반,2023,1,56.2,57.5,59.7,56.6,58,51.8,49.4,51
5013,지방,경기김포시,여의도순복음교회(걸포동 381-5),일반,2023,2,53.9,57.4,57.3,58.3,57,51.7,51.6,52
5014,지방,경기김포시,여의도순복음교회(걸포동 381-5),일반,2023,3,63.699,60.188,61.991,56.961,61,42.784,42.236,43
5015,지방,경기김포시,여의도순복음교회(걸포동 381-5),일반,2023,4,57.4,55.7,58.6,56.7,57,53.4,53,53
5016,지방,경기김포시,걸포사거리 육교앞(걸포동 384-32(구)),도로,2023,1,68.5,65.4,67.9,65.6,67,64.5,62.6,64
5017,지방,경기김포시,걸포사거리 육교앞(걸포동 384-32(구)),도로,2023,2,67.4,65.3,66.5,64.7,66,62.9,58.3,61
5018,지방,경기김포시,걸포사거리 육교앞(걸포동 384-32(구)),도로,2023,3,58.4,58.8,56.9,52.4,57,49,48.1,49
5019,지방,경기김포시,걸포사거리 육교앞(걸포동 384-32(구)),도로,2023,4,68.6,67.4,68.2,68.7,68,65.9,64.1,65
5020,지방,경기김포시,김포경찰서도로표지판 앞(걸포동 1411-2),도로,2023,1,69,68.7,67.8,69.2,69,67,65.2,66
5021,지방,경기김포시,김포경찰서도로표지판 앞(걸포동 1411-2),도로,2023,2,70.2,68.5,68.9,68.2,69,65.8,62.1,64
5022,지방,경기김포시,김포경찰서도로표지판 앞(걸포동 1411-2),도로,2023,3,59.6,60.7,61.5,63.4,61,62.7,59.2,61
5023,지방,경기김포시,김포경찰서도로표지판 앞(걸포동 1411-2),도로,2023,4,68.9,69.2,68.9,67.4,69,67.7,65.5,67
5024,지방,경기김포시,한양수자인 101동 앞,일반,2023,1,57.8,62.8,50.2,49.4,55,47.9,47.2,48
5025,지방,경기김포시,한양수자인 101동 앞,일반,2023,2,54.3,57,55.8,52.2,55,54.4,48,51
5026,지방,경기김포시,한양수자인 101동 앞,일반,2023,3,61.5,61.2,60,63.2,61,53.2,50,52
5027,지방,경기김포시,한양수자인 101동 앞,일반,2023,4,55.6,58.1,56.1,56.2,57,48.2,54.4,51
5028,지방,경기김포시,동부센트레빌 202동 앞,일반,2023,1,57.9,56.3,51.4,47,53,44.4,53.7,49
5029,지방,경기김포시,동부센트레빌 202동 앞,일반,2023,2,57.2,56.6,60.9,57.8,58,43.1,38.4,41
5030,지방,경기김포시,동부센트레빌 202동 앞,일반,2023,3,60.1,59.8,59.8,61.5,60,50.5,49.5,50
5031,지방,경기김포시,동부센트레빌 202동 앞,일반,2023,4,59.5,59.8,58.8,56.2,59,45.4,53,49
5032,지방,경기김포시,길훈아파트 102동 앞,일반,2023,1,49.4,59.3,59,58.2,56,42.9,47.3,45
5033,지방,경기김포시,길훈아파트 102동 앞,일반,2023,2,49,52.4,55.5,47.1,51,39.9,36.5,38
5034,지방,경기김포시,길훈아파트 102동 앞,일반,2023,3,59.8,57.6,62.5,60.8,60,49.5,45.5,48
5035,지방,경기김포시,길훈아파트 102동 앞,일반,2023,4,46.4,55.7,57.5,53.6,53,41.9,38.8,40
5036,지방,경기김포시,고촌중앙교회 앞,도로,2023,1,68.6,68.6,71,68.6,69,64.3,64,64
5037,지방,경기김포시,고촌중앙교회 앞,도로,2023,2,59.2,60.3,60.4,59,60,53,51,52
5038,지방,경기김포시,고촌중앙교회 앞,도로,2023,3,56.4,57.1,57,56.4,57,52.1,49.3,51
5039,지방,경기김포시,고촌중앙교회 앞,도로,2023,4,58.9,62.4,60.3,60.8,61,52.9,51.6,52
5040,지방,경기김포시,담소 앞,도로,2023,1,61.5,57.5,62.5,60.8,61,60.1,56.5,58
5041,지방,경기김포시,담소 앞,도로,2023,2,70.7,71.1,69.2,67.4,70,65.1,59.3,62
5042,지방,경기김포시,담소 앞,도로,2023,3,57.1,53.5,54.6,63,57,54.2,55.5,55
5043,지방,경기김포시,담소 앞,도로,2023,4,71.1,71.1,70.6,69.6,71,56.3,66.1,61
5044,지방,경기김포시,아름식당 앞,일반,2023,1,57,60.4,59.8,61.9,60,55.2,39.7,47
5045,지방,경기김포시,아름식당 앞,일반,2023,2,56.1,60.1,59.3,61.3,59,60.9,54.3,58
5046,지방,경기김포시,아름식당 앞,일반,2023,3,63.2,63,62,63,63,54,49,52
5047,지방,경기김포시,아름식당 앞,일반,2023,4,65.7,63.4,60.7,61.1,63,60,57.7,59
5048,지방,경기김포시,토박이 양꼬치 앞,일반,2023,1,57.4,59.2,53.7,46.6,54,47.8,43.4,46
5049,지방,경기김포시,토박이 양꼬치 앞,일반,2023,2,52.4,55.3,53.8,60.9,56,58.7,53.7,56
5050,지방,경기김포시,토박이 양꼬치 앞,일반,2023,3,61.8,62.5,63.5,62.1,62,59,58,59
5051,지방,경기김포시,토박이 양꼬치 앞,일반,2023,4,54.4,50.9,54.9,57.7,54,59,40,50
5052,지방,경기김포시,제일장여관 앞,일반,2023,1,57.7,59.8,62.7,61.7,60,57.8,40.1,49
5053,지방,경기김포시,제일장여관 앞,일반,2023,2,55.1,53.1,57.6,55.8,55,51.7,48.3,50
5054,지방,경기김포시,제일장여관 앞,일반,2023,3,64.3,61.2,64.2,59.9,62,53.6,55,54
5055,지방,경기김포시,제일장여관 앞,일반,2023,4,59.1,56.2,58.8,57.1,58,53.1,52.3,53
5056,지방,경기김포시,더감 앞,도로,2023,1,70.7,69.7,70.8,68.8,70,66.5,61.9,64
5057,지방,경기김포시,더감 앞,도로,2023,2,66.2,64,66.9,73.1,68,62.3,57,60
5058,지방,경기김포시,더감 앞,도로,2023,3,58.5,59.8,61.5,60,60,59.8,53.8,57
5059,지방,경기김포시,더감 앞,도로,2023,4,68,67,66.2,65.9,67,64.6,56.8,61
5060,지방,경기김포시,꿈에여행사 앞,도로,2023,1,61.6,64.2,63.6,64.4,63,55.8,38.8,47
5061,지방,경기김포시,꿈에여행사 앞,도로,2023,2,68.5,66.6,66.1,63.2,66,62.2,56,59
5062,지방,경기김포시,꿈에여행사 앞,도로,2023,3,54.5,56.2,55.5,56.2,56,56.2,46.9,52
5063,지방,경기김포시,꿈에여행사 앞,도로,2023,4,67.7,66.1,66.4,65.1,66,57.1,56.4,57
5064,지방,경기김포시,외국인주민지원센터 입구,일반,2023,1,59.2,53.5,58.1,54.5,56,51.6,54.4,53
5065,지방,경기김포시,외국인주민지원센터 입구,일반,2023,2,62.7,49.8,52.1,51.8,54,44.3,44.7,45
5066,지방,경기김포시,외국인주민지원센터 입구,일반,2023,3,50.1,52.1,50.6,53.5,52,55.6,46.5,51
5067,지방,경기김포시,외국인주민지원센터 입구,일반,2023,4,51.7,54.1,53,53.5,53,45.6,48.9,47
5068,지방,경기김포시,다동 삼성배관유공압 앞,일반,2023,1,66.5,56.4,69.1,47.3,60,42.2,46.4,44
5069,지방,경기김포시,다동 삼성배관유공압 앞,일반,2023,2,61.6,60.3,63.3,54.5,60,49.8,46.5,48
5070,지방,경기김포시,다동 삼성배관유공압 앞,일반,2023,3,54.5,53.9,54.8,56,55,51.3,47.7,50
5071,지방,경기김포시,다동 삼성배관유공압 앞,일반,2023,4,59.2,60.9,60.1,52.3,58,53.1,49,51
5072,지방,경기김포시,기흥종합금속 앞,일반,2023,1,59.5,57.9,59.1,65.2,60,41.2,43.1,42
5073,지방,경기김포시,기흥종합금속 앞,일반,2023,2,68.2,64.3,66.8,59.8,65,52.1,56.6,54
5074,지방,경기김포시,기흥종합금속 앞,일반,2023,3,59.3,59.4,59.6,59.9,60,62.1,51.5,57
5075,지방,경기김포시,기흥종합금속 앞,일반,2023,4,66.3,63.7,65.8,60.1,64,54.1,54.5,54
5076,지방,경기김포시,CU편의점 앞,도로,2023,1,61.2,57.4,54.9,51.8,56,45.5,45.4,45
5077,지방,경기김포시,CU편의점 앞,도로,2023,2,59.9,57.8,61.2,59.2,60,55.2,49.6,52
5078,지방,경기김포시,CU편의점 앞,도로,2023,3,49.2,47.4,49.3,47.7,48,44.3,42.7,44
5079,지방,경기김포시,CU편의점 앞,도로,2023,4,62.4,61.1,61.3,57.6,61,55,51.6,53
5080,지방,경기김포시,화산철강 앞,도로,2023,1,61,58.8,60.1,45,56,45.8,46.7,46
5081,지방,경기김포시,화산철강 앞,도로,2023,2,70.7,70.4,70.5,64.4,69,58.2,56.9,58
5082,지방,경기김포시,화산철강 앞,도로,2023,3,48.4,49.7,56.3,52,52,50.4,41.9,46
5083,지방,경기김포시,화산철강 앞,도로,2023,4,71.2,72.2,73.6,70.1,72,53.7,52,53
5084,지방,경기김포시,가로등(LP6-G2-D02) 앞,일반,2023,2,49.1,49.6,48.2,51.9,50,47,47.6,47
5085,지방,경기김포시,가로등(LP6-G2-D02) 앞,일반,2023,3,62.426,62.999,64.396,59.169,62,51.304,51.99,52
5086,지방,경기김포시,가로등(LP6-G2-D02) 앞,일반,2023,4,49.1,46.2,48.8,48.6,48,45.9,45.6,46
5087,지방,경기김포시,솔터로 23 호반베르디움 더 레이크 302동 앞,일반,2023,2,54.7,55.9,51.2,55.7,54,51.9,43.2,48
5088,지방,경기김포시,솔터로 23 호반베르디움 더 레이크 302동 앞,일반,2023,3,61.853,60.818,63.096,59.16,61,49.162,49.936,50
5089,지방,경기김포시,솔터로 23 호반베르디움 더 레이크 302동 앞,일반,2023,4,60.9,57.1,60.2,58.2,59,55.7,50.7,53
5090,지방,경기김포시,현충탑 앞 수로 다리,일반,2023,2,52.3,51.6,50.3,55.2,52,46,45,46
5091,지방,경기김포시,현충탑 앞 수로 다리,일반,2023,3,64.374,65.64,67.959,64.86,66,58.03,59.289,59
5092,지방,경기김포시,현충탑 앞 수로 다리,일반,2023,4,52.5,48,74.5,51.9,57,44.1,46.2,45
5093,지방,경기김포시,모담공원로28번길 46-28 라피아노 203동 앞,일반,2023,2,51.6,43.6,40.9,41.4,44,39.5,32,36
5094,지방,경기김포시,모담공원로28번길 46-28 라피아노 203동 앞,일반,2023,3,48.8,48.6,49.5,43.5,48,38.9,37.5,38
5095,지방,경기김포시,모담공원로28번길 46-28 라피아노 203동 앞,일반,2023,4,40.1,48,41.2,49.2,45,39.2,38.7,39
5096,지방,경기김포시,행정복지센터 공원 벤치 앞,일반,2023,2,51.8,48.2,54.9,49.9,51,39.5,38.4,39
5097,지방,경기김포시,행정복지센터 공원 벤치 앞,일반,2023,3,49.1,49.5,49.5,45.2,48,39.5,38,39
5098,지방,경기김포시,행정복지센터 공원 벤치 앞,일반,2023,4,49.7,49.1,50,48.4,49,43.9,43.6,44
5099,지방,경기김포시,공원 등 앞(정-소8-A02),일반,2023,2,61.6,48.3,43.9,51.1,51,47.8,49.8,49
5100,지방,경기김포시,공원 등 앞(정-소8-A02),일반,2023,3,50.3,48.7,48.6,42.5,48,39.3,38,39
5101,지방,경기김포시,공원 등 앞(정-소8-A02),일반,2023,4,49.7,47.6,51.4,47.9,49,41.3,40.7,41
5102,지방,경기김포시,청수성당 주차장,일반,2023,2,57.2,51.8,53.2,52,54,52.6,44.9,49
5103,지방,경기김포시,청수성당 주차장,일반,2023,3,52.8,53.3,51.5,54,53,44.2,43.5,44
5104,지방,경기김포시,청수성당 주차장,일반,2023,4,53.1,54.5,50.8,57.4,54,51,54.5,53
5105,지방,경기김포시,변전소 앞,일반,2023,2,58.8,56.1,54.6,53,56,49,47,48
5106,지방,경기김포시,변전소 앞,일반,2023,3,52.6,53.2,54.5,50.2,53,43.4,40.5,42
5107,지방,경기김포시,변전소 앞,일반,2023,4,53.2,53,50.6,53.3,53,46.4,52.6,50
5108,지방,경기김포시,중흥S클래스 616동 앞,일반,2023,2,53.6,48.3,50.8,50.5,51,42.7,42.2,42
5109,지방,경기김포시,중흥S클래스 616동 앞,일반,2023,3,53.9,54.3,52,50.6,53,40.6,41.5,41
5110,지방,경기김포시,중흥S클래스 616동 앞,일반,2023,4,47.6,50.5,51.1,48.5,49,42.5,43.2,43
5111,지방,경기김포시,호반베르디움 더 레이크 204동 앞,도로,2023,2,61.2,56.7,58.8,61.3,60,56.4,49.6,53
5112,지방,경기김포시,호반베르디움 더 레이크 204동 앞,도로,2023,3,56,56.6,57.6,57.4,57,53.8,50.8,52
5113,지방,경기김포시,호반베르디움 더 레이크 204동 앞,도로,2023,4,62.8,59.9,61.3,60,61,52.1,52.1,52
5114,지방,경기김포시,한강스포츠센터 앞 도로,도로,2023,2,58.2,53.1,58.1,56.5,56,52.3,43.2,48
5115,지방,경기김포시,한강스포츠센터 앞 도로,도로,2023,3,56.8,56.7,57.1,52.8,56,47.3,46.5,47
5116,지방,경기김포시,한강스포츠센터 앞 도로,도로,2023,4,56.7,58.7,57.8,56.5,57,50.4,49.9,50
5117,지방,경기김포시,가로등 앞(732-12),도로,2023,2,48.2,49.4,49.4,49.2,49,43.3,38.7,41
5118,지방,경기김포시,가로등 앞(732-12),도로,2023,3,53.1,55.3,57,53.1,55,46.2,44.8,46
5119,지방,경기김포시,가로등 앞(732-12),도로,2023,4,51.1,48.4,54,49.1,51,42,42.8,42
5120,지방,경기김포시,모담유치원 앞,도로,2023,2,53.8,51.9,56.8,50.4,53,41.5,37.3,39
5121,지방,경기김포시,모담유치원 앞,도로,2023,3,53.3,57.8,62.3,58.4,58,54.8,47.7,51
5122,지방,경기김포시,모담유치원 앞,도로,2023,4,57.1,48.5,50.2,48,51,39.5,37.9,39
5123,지방,경기김포시,푸른솔중학교 후문 앞,도로,2023,2,61,55,49.8,46.1,53,38.1,40.6,39
5124,지방,경기김포시,푸른솔중학교 후문 앞,도로,2023,3,54.3,57.1,57.4,56.2,56,48.9,48.8,49
5125,지방,경기김포시,푸른솔중학교 후문 앞,도로,2023,4,58.1,55.1,48.1,50.3,53,45,44,45
5126,지방,경기김포시,푸른솔초교 유치원 앞,도로,2023,2,66.3,56.1,55.5,54.6,58,51.9,46.7,49
5127,지방,경기김포시,푸른솔초교 유치원 앞,도로,2023,3,51.6,54.4,56.4,59,55,59.8,55.2,58
5128,지방,경기김포시,푸른솔초교 유치원 앞,도로,2023,4,57,55.3,60.4,49.6,56,44.7,51.7,48
5129,지방,경기화성시,중앙병원 정문(평리 74-1),일반,2023,1,65.3,66.4,65.6,64.5,65,58.5,56.1,57
5130,지방,경기화성시,중앙병원 정문(평리 74-1),일반,2023,2,66.2,65.9,65.9,66.1,66,59.6,52.4,56
5131,지방,경기화성시,중앙병원 정문(평리 74-1),일반,2023,3,72.1,65.3,72.9,72.9,71,55.7,52.3,54
5132,지방,경기화성시,중앙병원 정문(평리 74-1),일반,2023,4,66.8,68.9,66.2,64.8,67,61.3,53,57
5133,지방,경기화성시,중앙병원 후문(평리 74-13),일반,2023,1,60.8,57.9,58.4,52.6,57,49.2,47.1,48
5134,지방,경기화성시,중앙병원 후문(평리 74-13),일반,2023,2,60,56.1,57.2,59.5,58,48.5,46.8,48
5135,지방,경기화성시,중앙병원 후문(평리 74-13),일반,2023,3,65.3,63.1,70.1,63.2,65,51.3,50.7,51
5136,지방,경기화성시,중앙병원 후문(평리 74-13),일반,2023,4,65.3,55.9,57.2,53.3,58,44.9,43.6,44
5137,지방,경기화성시,81-20번지 중앙병원 전용주차장 앞,일반,2023,1,68,66.5,67.5,65.3,67,62.2,60.6,61
5138,지방,경기화성시,81-20번지 중앙병원 전용주차장 앞,일반,2023,2,66.2,64.8,66,64.5,65,61.4,59.6,61
5139,지방,경기화성시,81-20번지 중앙병원 전용주차장 앞,일반,2023,3,60.2,67.1,65.5,66.6,65,51,49.8,50
5140,지방,경기화성시,81-20번지 중앙병원 전용주차장 앞,일반,2023,4,64.6,66.2,66,65.3,66,64.4,54,59
5141,지방,경기화성시,기아모터스 앞(평리 67-4),도로,2023,1,65.2,64.8,63.6,63.7,64,60.4,47.6,54
5142,지방,경기화성시,기아모터스 앞(평리 67-4),도로,2023,2,63.6,63.4,63.4,61.2,63,62.2,55.2,59
5143,지방,경기화성시,기아모터스 앞(평리 67-4),도로,2023,3,63.5,67.9,62.8,61.9,64,59.9,54.2,57
5144,지방,경기화성시,기아모터스 앞(평리 67-4),도로,2023,4,64.1,62.8,63.7,60.3,63,60.5,51.3,56
5145,지방,경기화성시,69-7번지 풍기인견 점문점 만나 앞,도로,2023,1,64,65.2,63.1,62.8,64,59.6,54,57
5146,지방,경기화성시,69-7번지 풍기인견 점문점 만나 앞,도로,2023,2,63,66.1,68.1,63,65,56.5,56.9,57
5147,지방,경기화성시,69-7번지 풍기인견 점문점 만나 앞,도로,2023,3,65,61,62.9,63.8,63,58,56.3,57
5148,지방,경기화성시,69-7번지 풍기인견 점문점 만나 앞,도로,2023,4,62.6,66.3,63,64.3,64,57.6,56.8,57
5149,지방,경기화성시,병점초등학교 후문(진안동 517-2),일반,2023,1,68.6,67.6,65.8,67.1,67,66.6,63.6,65
5150,지방,경기화성시,병점초등학교 후문(진안동 517-2),일반,2023,2,67.7,68.6,71,67.3,69,65.2,61.7,63
5151,지방,경기화성시,병점초등학교 후문(진안동 517-2),일반,2023,3,62,62.4,60.9,59.9,61,58.2,53.5,56
5152,지방,경기화성시,병점초등학교 후문(진안동 517-2),일반,2023,4,68.3,67.6,68.8,65.5,68,64.3,63.2,64
5153,지방,경기화성시,병점초등학교 주차장 입구(진안동 512-7),일반,2023,1,58.3,63.8,56.3,58,59,52.4,47.9,50
5154,지방,경기화성시,병점초등학교 주차장 입구(진안동 512-7),일반,2023,2,57.8,55.4,62.4,55.6,58,54.1,41.3,48
5155,지방,경기화성시,병점초등학교 주차장 입구(진안동 512-7),일반,2023,3,61.9,61.1,61.7,60.9,61,54.2,53.2,54
5156,지방,경기화성시,병점초등학교 주차장 입구(진안동 512-7),일반,2023,4,60.5,56.1,59,55.8,58,50.7,47.5,49
5157,지방,경기화성시,병점초등학교 정문(진안동 525-12),일반,2023,1,63.4,67.7,64.4,64.5,65,59.8,57.4,59
5158,지방,경기화성시,병점초등학교 정문(진안동 525-12),일반,2023,2,64.4,63.9,63.7,61.8,63,59.7,55.1,57
5159,지방,경기화성시,병점초등학교 정문(진안동 525-12),일반,2023,3,69,67,67,67,68,64,61,63
5160,지방,경기화성시,병점초등학교 정문(진안동 525-12),일반,2023,4,63.9,65.8,76.7,64.4,68,59.6,54,57
5161,지방,경기화성시,대한종합주방앞(진안동541-2),도로,2023,1,69.2,71,66.3,65.9,68,62.8,58.3,61
5162,지방,경기화성시,대한종합주방앞(진안동541-2),도로,2023,2,66.1,67.2,77.2,67.6,70,62.9,58.5,61
5163,지방,경기화성시,대한종합주방앞(진안동541-2),도로,2023,3,66.2,70.2,67.4,68,68,64.4,60.2,62
5164,지방,경기화성시,대한종합주방앞(진안동541-2),도로,2023,4,69.6,69.2,70.1,66.5,69,61.6,59.4,61
5165,지방,경기화성시,신협 앞(진안동 527-7),도로,2023,1,67.7,70.5,67,67.5,68,65.2,63.6,64
5166,지방,경기화성시,신협 앞(진안동 527-7),도로,2023,2,69.8,70,71.4,69,70,64.1,63.6,64
5167,지방,경기화성시,신협 앞(진안동 527-7),도로,2023,3,61.4,57.1,60.9,60,60,55,52.4,54
5168,지방,경기화성시,신협 앞(진안동 527-7),도로,2023,4,67.4,68.8,67.1,67.3,68,65,64.1,65
5169,지방,경기화성시,포스코 입구 앞(반송동 102),일반,2023,1,68,65.9,65.4,65.9,66,62.5,61.5,62
